time_id,hour,minute,second
239,0,3,59
240,0,4,0
241,0,4,1
242,0,4,2
243,0,4,3
244,0,4,4
245,0,4,5
246,0,4,6
247,0,4,7
248,0,4,8
249,0,4,9
250,0,4,10
251,0,4,11
252,0,4,12
253,0,4,13
254,0,4,14
255,0,4,15
256,0,4,16
257,0,4,17
258,0,4,18
259,0,4,19
260,0,4,20
261,0,4,21
262,0,4,22
263,0,4,23
264,0,4,24
265,0,4,25
266,0,4,26
267,0,4,27
268,0,4,28
269,0,4,29
270,0,4,30
271,0,4,31
272,0,4,32
273,0,4,33
274,0,4,34
275,0,4,35
276,0,4,36
277,0,4,37
278,0,4,38
279,0,4,39
280,0,4,40
281,0,4,41
282,0,4,42
283,0,4,43
284,0,4,44
285,0,4,45
286,0,4,46
287,0,4,47
288,0,4,48
289,0,4,49
290,0,4,50
291,0,4,51
292,0,4,52
293,0,4,53
294,0,4,54
295,0,4,55
296,0,4,56
297,0,4,57
298,0,4,58
299,0,4,59
300,0,5,0
301,0,5,1
302,0,5,2
303,0,5,3
304,0,5,4
305,0,5,5
306,0,5,6
307,0,5,7
308,0,5,8
309,0,5,9
310,0,5,10
311,0,5,11
312,0,5,12
313,0,5,13
314,0,5,14
315,0,5,15
316,0,5,16
317,0,5,17
318,0,5,18
319,0,5,19
320,0,5,20
321,0,5,21
322,0,5,22
323,0,5,23
324,0,5,24
325,0,5,25
326,0,5,26
327,0,5,27
328,0,5,28
329,0,5,29
330,0,5,30
331,0,5,31
332,0,5,32
333,0,5,33
334,0,5,34
335,0,5,35
336,0,5,36
337,0,5,37
338,0,5,38
339,0,5,39
340,0,5,40
341,0,5,41
342,0,5,42
343,0,5,43
344,0,5,44
345,0,5,45
346,0,5,46
347,0,5,47
348,0,5,48
349,0,5,49
350,0,5,50
351,0,5,51
352,0,5,52
353,0,5,53
354,0,5,54
355,0,5,55
356,0,5,56
357,0,5,57
358,0,5,58
359,0,5,59
360,0,6,0
361,0,6,1
362,0,6,2
363,0,6,3
364,0,6,4
365,0,6,5
366,0,6,6
367,0,6,7
368,0,6,8
369,0,6,9
370,0,6,10
371,0,6,11
372,0,6,12
373,0,6,13
374,0,6,14
375,0,6,15
376,0,6,16
377,0,6,17
378,0,6,18
379,0,6,19
380,0,6,20
381,0,6,21
382,0,6,22
383,0,6,23
384,0,6,24
385,0,6,25
386,0,6,26
387,0,6,27
388,0,6,28
389,0,6,29
390,0,6,30
391,0,6,31
392,0,6,32
393,0,6,33
394,0,6,34
395,0,6,35
396,0,6,36
397,0,6,37
398,0,6,38
399,0,6,39
400,0,6,40
401,0,6,41
402,0,6,42
403,0,6,43
404,0,6,44
405,0,6,45
406,0,6,46
407,0,6,47
408,0,6,48
409,0,6,49
410,0,6,50
411,0,6,51
412,0,6,52
413,0,6,53
414,0,6,54
415,0,6,55
416,0,6,56
417,0,6,57
418,0,6,58
419,0,6,59
420,0,7,0
421,0,7,1
422,0,7,2
423,0,7,3
424,0,7,4
425,0,7,5
426,0,7,6
427,0,7,7
428,0,7,8
429,0,7,9
430,0,7,10
431,0,7,11
432,0,7,12
433,0,7,13
434,0,7,14
435,0,7,15
436,0,7,16
437,0,7,17
438,0,7,18
439,0,7,19
440,0,7,20
441,0,7,21
442,0,7,22
443,0,7,23
444,0,7,24
445,0,7,25
446,0,7,26
447,0,7,27
448,0,7,28
449,0,7,29
450,0,7,30
451,0,7,31
452,0,7,32
453,0,7,33
454,0,7,34
455,0,7,35
456,0,7,36
457,0,7,37
458,0,7,38
459,0,7,39
460,0,7,40
461,0,7,41
462,0,7,42
463,0,7,43
464,0,7,44
465,0,7,45
466,0,7,46
467,0,7,47
468,0,7,48
469,0,7,49
470,0,7,50
471,0,7,51
472,0,7,52
473,0,7,53
474,0,7,54
475,0,7,55
476,0,7,56
477,0,7,57
478,0,7,58
479,0,7,59
480,0,8,0
481,0,8,1
482,0,8,2
483,0,8,3
484,0,8,4
485,0,8,5
486,0,8,6
487,0,8,7
488,0,8,8
489,0,8,9
490,0,8,10
491,0,8,11
492,0,8,12
493,0,8,13
494,0,8,14
495,0,8,15
496,0,8,16
497,0,8,17
498,0,8,18
499,0,8,19
500,0,8,20
501,0,8,21
502,0,8,22
503,0,8,23
504,0,8,24
505,0,8,25
506,0,8,26
507,0,8,27
508,0,8,28
509,0,8,29
510,0,8,30
511,0,8,31
512,0,8,32
513,0,8,33
514,0,8,34
515,0,8,35
516,0,8,36
517,0,8,37
518,0,8,38
519,0,8,39
520,0,8,40
521,0,8,41
522,0,8,42
523,0,8,43
524,0,8,44
525,0,8,45
526,0,8,46
527,0,8,47
528,0,8,48
529,0,8,49
530,0,8,50
531,0,8,51
532,0,8,52
533,0,8,53
534,0,8,54
535,0,8,55
536,0,8,56
537,0,8,57
538,0,8,58
539,0,8,59
540,0,9,0
541,0,9,1
542,0,9,2
543,0,9,3
544,0,9,4
545,0,9,5
546,0,9,6
547,0,9,7
548,0,9,8
549,0,9,9
550,0,9,10
551,0,9,11
552,0,9,12
553,0,9,13
554,0,9,14
555,0,9,15
556,0,9,16
557,0,9,17
558,0,9,18
559,0,9,19
560,0,9,20
561,0,9,21
562,0,9,22
563,0,9,23
564,0,9,24
565,0,9,25
566,0,9,26
567,0,9,27
568,0,9,28
569,0,9,29
570,0,9,30
571,0,9,31
572,0,9,32
573,0,9,33
574,0,9,34
575,0,9,35
576,0,9,36
577,0,9,37
578,0,9,38
579,0,9,39
580,0,9,40
581,0,9,41
582,0,9,42
583,0,9,43
584,0,9,44
585,0,9,45
586,0,9,46
587,0,9,47
588,0,9,48
589,0,9,49
590,0,9,50
591,0,9,51
592,0,9,52
593,0,9,53
594,0,9,54
595,0,9,55
596,0,9,56
597,0,9,57
598,0,9,58
599,0,9,59
600,0,10,0
601,0,10,1
602,0,10,2
603,0,10,3
604,0,10,4
605,0,10,5
606,0,10,6
607,0,10,7
608,0,10,8
609,0,10,9
610,0,10,10
611,0,10,11
612,0,10,12
613,0,10,13
614,0,10,14
615,0,10,15
616,0,10,16
617,0,10,17
618,0,10,18
619,0,10,19
620,0,10,20
621,0,10,21
622,0,10,22
623,0,10,23
624,0,10,24
625,0,10,25
626,0,10,26
627,0,10,27
628,0,10,28
629,0,10,29
630,0,10,30
631,0,10,31
632,0,10,32
633,0,10,33
634,0,10,34
635,0,10,35
636,0,10,36
637,0,10,37
638,0,10,38
639,0,10,39
640,0,10,40
641,0,10,41
642,0,10,42
643,0,10,43
644,0,10,44
645,0,10,45
646,0,10,46
647,0,10,47
648,0,10,48
649,0,10,49
650,0,10,50
651,0,10,51
652,0,10,52
653,0,10,53
654,0,10,54
655,0,10,55
656,0,10,56
657,0,10,57
658,0,10,58
659,0,10,59
660,0,11,0
661,0,11,1
662,0,11,2
663,0,11,3
664,0,11,4
665,0,11,5
666,0,11,6
667,0,11,7
668,0,11,8
669,0,11,9
670,0,11,10
671,0,11,11
672,0,11,12
673,0,11,13
674,0,11,14
675,0,11,15
676,0,11,16
677,0,11,17
678,0,11,18
679,0,11,19
680,0,11,20
681,0,11,21
682,0,11,22
683,0,11,23
684,0,11,24
685,0,11,25
686,0,11,26
687,0,11,27
688,0,11,28
689,0,11,29
690,0,11,30
691,0,11,31
692,0,11,32
693,0,11,33
694,0,11,34
695,0,11,35
696,0,11,36
697,0,11,37
698,0,11,38
699,0,11,39
700,0,11,40
701,0,11,41
702,0,11,42
703,0,11,43
704,0,11,44
705,0,11,45
706,0,11,46
707,0,11,47
708,0,11,48
709,0,11,49
710,0,11,50
711,0,11,51
712,0,11,52
713,0,11,53
714,0,11,54
715,0,11,55
716,0,11,56
717,0,11,57
718,0,11,58
719,0,11,59
720,0,12,0
721,0,12,1
722,0,12,2
723,0,12,3
724,0,12,4
725,0,12,5
726,0,12,6
727,0,12,7
728,0,12,8
729,0,12,9
730,0,12,10
731,0,12,11
732,0,12,12
733,0,12,13
734,0,12,14
735,0,12,15
736,0,12,16
737,0,12,17
738,0,12,18
739,0,12,19
740,0,12,20
741,0,12,21
742,0,12,22
743,0,12,23
744,0,12,24
745,0,12,25
746,0,12,26
747,0,12,27
748,0,12,28
749,0,12,29
750,0,12,30
751,0,12,31
752,0,12,32
753,0,12,33
754,0,12,34
755,0,12,35
756,0,12,36
757,0,12,37
758,0,12,38
759,0,12,39
760,0,12,40
761,0,12,41
762,0,12,42
763,0,12,43
764,0,12,44
765,0,12,45
766,0,12,46
767,0,12,47
768,0,12,48
769,0,12,49
770,0,12,50
771,0,12,51
772,0,12,52
773,0,12,53
774,0,12,54
775,0,12,55
776,0,12,56
777,0,12,57
778,0,12,58
779,0,12,59
780,0,13,0
781,0,13,1
782,0,13,2
783,0,13,3
784,0,13,4
785,0,13,5
786,0,13,6
787,0,13,7
788,0,13,8
789,0,13,9
790,0,13,10
791,0,13,11
792,0,13,12
793,0,13,13
794,0,13,14
795,0,13,15
796,0,13,16
797,0,13,17
798,0,13,18
799,0,13,19
800,0,13,20
801,0,13,21
802,0,13,22
803,0,13,23
804,0,13,24
805,0,13,25
806,0,13,26
807,0,13,27
808,0,13,28
809,0,13,29
810,0,13,30
811,0,13,31
812,0,13,32
813,0,13,33
814,0,13,34
815,0,13,35
816,0,13,36
817,0,13,37
818,0,13,38
819,0,13,39
820,0,13,40
821,0,13,41
822,0,13,42
823,0,13,43
824,0,13,44
825,0,13,45
826,0,13,46
827,0,13,47
828,0,13,48
829,0,13,49
830,0,13,50
831,0,13,51
832,0,13,52
833,0,13,53
834,0,13,54
835,0,13,55
836,0,13,56
837,0,13,57
838,0,13,58
839,0,13,59
840,0,14,0
841,0,14,1
842,0,14,2
843,0,14,3
844,0,14,4
845,0,14,5
846,0,14,6
847,0,14,7
848,0,14,8
849,0,14,9
850,0,14,10
851,0,14,11
852,0,14,12
853,0,14,13
854,0,14,14
855,0,14,15
856,0,14,16
857,0,14,17
858,0,14,18
859,0,14,19
860,0,14,20
861,0,14,21
862,0,14,22
863,0,14,23
864,0,14,24
865,0,14,25
866,0,14,26
867,0,14,27
868,0,14,28
869,0,14,29
870,0,14,30
871,0,14,31
872,0,14,32
873,0,14,33
874,0,14,34
875,0,14,35
876,0,14,36
877,0,14,37
878,0,14,38
879,0,14,39
880,0,14,40
881,0,14,41
882,0,14,42
883,0,14,43
884,0,14,44
885,0,14,45
886,0,14,46
887,0,14,47
888,0,14,48
889,0,14,49
890,0,14,50
891,0,14,51
892,0,14,52
893,0,14,53
894,0,14,54
895,0,14,55
896,0,14,56
897,0,14,57
898,0,14,58
899,0,14,59
900,0,15,0
901,0,15,1
902,0,15,2
903,0,15,3
904,0,15,4
905,0,15,5
906,0,15,6
907,0,15,7
908,0,15,8
909,0,15,9
910,0,15,10
911,0,15,11
912,0,15,12
913,0,15,13
914,0,15,14
915,0,15,15
916,0,15,16
917,0,15,17
918,0,15,18
919,0,15,19
920,0,15,20
921,0,15,21
922,0,15,22
923,0,15,23
924,0,15,24
925,0,15,25
926,0,15,26
927,0,15,27
928,0,15,28
929,0,15,29
930,0,15,30
931,0,15,31
932,0,15,32
933,0,15,33
934,0,15,34
935,0,15,35
936,0,15,36
937,0,15,37
938,0,15,38
939,0,15,39
940,0,15,40
941,0,15,41
942,0,15,42
943,0,15,43
944,0,15,44
945,0,15,45
946,0,15,46
947,0,15,47
948,0,15,48
949,0,15,49
950,0,15,50
951,0,15,51
952,0,15,52
953,0,15,53
954,0,15,54
955,0,15,55
956,0,15,56
957,0,15,57
958,0,15,58
959,0,15,59
960,0,16,0
961,0,16,1
962,0,16,2
963,0,16,3
964,0,16,4
965,0,16,5
966,0,16,6
967,0,16,7
968,0,16,8
969,0,16,9
970,0,16,10
971,0,16,11
972,0,16,12
973,0,16,13
974,0,16,14
975,0,16,15
976,0,16,16
977,0,16,17
978,0,16,18
979,0,16,19
980,0,16,20
981,0,16,21
982,0,16,22
983,0,16,23
984,0,16,24
985,0,16,25
986,0,16,26
987,0,16,27
988,0,16,28
989,0,16,29
990,0,16,30
991,0,16,31
992,0,16,32
993,0,16,33
994,0,16,34
995,0,16,35
996,0,16,36
997,0,16,37
998,0,16,38
999,0,16,39
1000,0,16,40
1001,0,16,41
1002,0,16,42
1003,0,16,43
1004,0,16,44
1005,0,16,45
1006,0,16,46
1007,0,16,47
1008,0,16,48
1009,0,16,49
1010,0,16,50
1011,0,16,51
1012,0,16,52
1013,0,16,53
1014,0,16,54
1015,0,16,55
1016,0,16,56
1017,0,16,57
1018,0,16,58
1019,0,16,59
1020,0,17,0
1021,0,17,1
1022,0,17,2
1023,0,17,3
1024,0,17,4
1025,0,17,5
1026,0,17,6
1027,0,17,7
1028,0,17,8
1029,0,17,9
1030,0,17,10
1031,0,17,11
1032,0,17,12
1033,0,17,13
1034,0,17,14
1035,0,17,15
1036,0,17,16
1037,0,17,17
1038,0,17,18
1039,0,17,19
1040,0,17,20
1041,0,17,21
1042,0,17,22
1043,0,17,23
1044,0,17,24
1045,0,17,25
1046,0,17,26
1047,0,17,27
1048,0,17,28
1049,0,17,29
1050,0,17,30
1051,0,17,31
1052,0,17,32
1053,0,17,33
1054,0,17,34
1055,0,17,35
1056,0,17,36
1057,0,17,37
1058,0,17,38
1059,0,17,39
1060,0,17,40
1061,0,17,41
1062,0,17,42
1063,0,17,43
1064,0,17,44
1065,0,17,45
1066,0,17,46
1067,0,17,47
1068,0,17,48
1069,0,17,49
1070,0,17,50
1071,0,17,51
1072,0,17,52
1073,0,17,53
1074,0,17,54
1075,0,17,55
1076,0,17,56
1077,0,17,57
1078,0,17,58
1079,0,17,59
1080,0,18,0
1081,0,18,1
1082,0,18,2
1083,0,18,3
1084,0,18,4
1085,0,18,5
1086,0,18,6
1087,0,18,7
1088,0,18,8
1089,0,18,9
1090,0,18,10
1091,0,18,11
1092,0,18,12
1093,0,18,13
1094,0,18,14
1095,0,18,15
1096,0,18,16
1097,0,18,17
1098,0,18,18
1099,0,18,19
1100,0,18,20
1101,0,18,21
1102,0,18,22
1103,0,18,23
1104,0,18,24
1105,0,18,25
1106,0,18,26
1107,0,18,27
1108,0,18,28
1109,0,18,29
1110,0,18,30
1111,0,18,31
1112,0,18,32
1113,0,18,33
1114,0,18,34
1115,0,18,35
1116,0,18,36
1117,0,18,37
1118,0,18,38
1119,0,18,39
1120,0,18,40
1121,0,18,41
1122,0,18,42
1123,0,18,43
1124,0,18,44
1125,0,18,45
1126,0,18,46
1127,0,18,47
1128,0,18,48
1129,0,18,49
1130,0,18,50
1131,0,18,51
1132,0,18,52
1133,0,18,53
1134,0,18,54
1135,0,18,55
1136,0,18,56
1137,0,18,57
1138,0,18,58
1139,0,18,59
1140,0,19,0
1141,0,19,1
1142,0,19,2
1143,0,19,3
1144,0,19,4
1145,0,19,5
1146,0,19,6
1147,0,19,7
1148,0,19,8
1149,0,19,9
1150,0,19,10
1151,0,19,11
1152,0,19,12
1153,0,19,13
1154,0,19,14
1155,0,19,15
1156,0,19,16
1157,0,19,17
1158,0,19,18
1159,0,19,19
1160,0,19,20
1161,0,19,21
1162,0,19,22
1163,0,19,23
1164,0,19,24
1165,0,19,25
1166,0,19,26
1167,0,19,27
1168,0,19,28
1169,0,19,29
1170,0,19,30
1171,0,19,31
1172,0,19,32
1173,0,19,33
1174,0,19,34
1175,0,19,35
1176,0,19,36
1177,0,19,37
1178,0,19,38
1179,0,19,39
1180,0,19,40
1181,0,19,41
1182,0,19,42
1183,0,19,43
1184,0,19,44
1185,0,19,45
1186,0,19,46
1187,0,19,47
1188,0,19,48
1189,0,19,49
1190,0,19,50
1191,0,19,51
1192,0,19,52
1193,0,19,53
1194,0,19,54
1195,0,19,55
1196,0,19,56
1197,0,19,57
1198,0,19,58
1199,0,19,59
1200,0,20,0
1201,0,20,1
1202,0,20,2
1203,0,20,3
1204,0,20,4
1205,0,20,5
1206,0,20,6
1207,0,20,7
1208,0,20,8
1209,0,20,9
1210,0,20,10
1211,0,20,11
1212,0,20,12
1213,0,20,13
1214,0,20,14
1215,0,20,15
1216,0,20,16
1217,0,20,17
1218,0,20,18
1219,0,20,19
1220,0,20,20
1221,0,20,21
1222,0,20,22
1223,0,20,23
1224,0,20,24
1225,0,20,25
1226,0,20,26
1227,0,20,27
1228,0,20,28
1229,0,20,29
1230,0,20,30
1231,0,20,31
1232,0,20,32
1233,0,20,33
1234,0,20,34
1235,0,20,35
1236,0,20,36
1237,0,20,37
1238,0,20,38
1239,0,20,39
1240,0,20,40
1241,0,20,41
1242,0,20,42
1243,0,20,43
1244,0,20,44
1245,0,20,45
1246,0,20,46
1247,0,20,47
1248,0,20,48
1249,0,20,49
1250,0,20,50
1251,0,20,51
1252,0,20,52
1253,0,20,53
1254,0,20,54
1255,0,20,55
1256,0,20,56
1257,0,20,57
1258,0,20,58
1259,0,20,59
1260,0,21,0
1261,0,21,1
1262,0,21,2
1263,0,21,3
1264,0,21,4
1265,0,21,5
1266,0,21,6
1267,0,21,7
1268,0,21,8
1269,0,21,9
1270,0,21,10
1271,0,21,11
1272,0,21,12
1273,0,21,13
1274,0,21,14
1275,0,21,15
1276,0,21,16
1277,0,21,17
1278,0,21,18
1279,0,21,19
1280,0,21,20
1281,0,21,21
1282,0,21,22
1283,0,21,23
1284,0,21,24
1285,0,21,25
1286,0,21,26
1287,0,21,27
1288,0,21,28
1289,0,21,29
1290,0,21,30
1291,0,21,31
1292,0,21,32
1293,0,21,33
1294,0,21,34
1295,0,21,35
1296,0,21,36
1297,0,21,37
1298,0,21,38
1299,0,21,39
1300,0,21,40
1301,0,21,41
1302,0,21,42
1303,0,21,43
1304,0,21,44
1305,0,21,45
1306,0,21,46
1307,0,21,47
1308,0,21,48
1309,0,21,49
1310,0,21,50
1311,0,21,51
1312,0,21,52
1313,0,21,53
1314,0,21,54
1315,0,21,55
1316,0,21,56
1317,0,21,57
1318,0,21,58
1319,0,21,59
1320,0,22,0
1321,0,22,1
1322,0,22,2
1323,0,22,3
1324,0,22,4
1325,0,22,5
1326,0,22,6
1327,0,22,7
1328,0,22,8
1329,0,22,9
1330,0,22,10
1331,0,22,11
1332,0,22,12
1333,0,22,13
1334,0,22,14
1335,0,22,15
1336,0,22,16
1337,0,22,17
1338,0,22,18
1339,0,22,19
1340,0,22,20
1341,0,22,21
1342,0,22,22
1343,0,22,23
1344,0,22,24
1345,0,22,25
1346,0,22,26
1347,0,22,27
1348,0,22,28
1349,0,22,29
1350,0,22,30
1351,0,22,31
1352,0,22,32
1353,0,22,33
1354,0,22,34
1355,0,22,35
1356,0,22,36
1357,0,22,37
1358,0,22,38
1359,0,22,39
1360,0,22,40
1361,0,22,41
1362,0,22,42
1363,0,22,43
1364,0,22,44
1365,0,22,45
1366,0,22,46
1367,0,22,47
1368,0,22,48
1369,0,22,49
1370,0,22,50
1371,0,22,51
1372,0,22,52
1373,0,22,53
1374,0,22,54
1375,0,22,55
1376,0,22,56
1377,0,22,57
1378,0,22,58
1379,0,22,59
1380,0,23,0
1381,0,23,1
1382,0,23,2
1383,0,23,3
1384,0,23,4
1385,0,23,5
1386,0,23,6
1387,0,23,7
1388,0,23,8
1389,0,23,9
1390,0,23,10
1391,0,23,11
1392,0,23,12
1393,0,23,13
1394,0,23,14
1395,0,23,15
1396,0,23,16
1397,0,23,17
1398,0,23,18
1399,0,23,19
1400,0,23,20
1401,0,23,21
1402,0,23,22
1403,0,23,23
1404,0,23,24
1405,0,23,25
1406,0,23,26
1407,0,23,27
1408,0,23,28
1409,0,23,29
1410,0,23,30
1411,0,23,31
1412,0,23,32
1413,0,23,33
1414,0,23,34
1415,0,23,35
1416,0,23,36
1417,0,23,37
1418,0,23,38
1419,0,23,39
1420,0,23,40
1421,0,23,41
1422,0,23,42
1423,0,23,43
1424,0,23,44
1425,0,23,45
1426,0,23,46
1427,0,23,47
1428,0,23,48
1429,0,23,49
1430,0,23,50
1431,0,23,51
1432,0,23,52
1433,0,23,53
1434,0,23,54
1435,0,23,55
1436,0,23,56
1437,0,23,57
1438,0,23,58
1439,0,23,59
1440,0,24,0
1441,0,24,1
1442,0,24,2
1443,0,24,3
1444,0,24,4
1445,0,24,5
1446,0,24,6
1447,0,24,7
1448,0,24,8
1449,0,24,9
1450,0,24,10
1451,0,24,11
1452,0,24,12
1453,0,24,13
1454,0,24,14
1455,0,24,15
1456,0,24,16
1457,0,24,17
1458,0,24,18
1459,0,24,19
1460,0,24,20
1461,0,24,21
1462,0,24,22
1463,0,24,23
1464,0,24,24
1465,0,24,25
1466,0,24,26
1467,0,24,27
1468,0,24,28
1469,0,24,29
1470,0,24,30
1471,0,24,31
1472,0,24,32
1473,0,24,33
1474,0,24,34
1475,0,24,35
1476,0,24,36
1477,0,24,37
1478,0,24,38
1479,0,24,39
1480,0,24,40
1481,0,24,41
1482,0,24,42
1483,0,24,43
1484,0,24,44
1485,0,24,45
1486,0,24,46
1487,0,24,47
1488,0,24,48
1489,0,24,49
1490,0,24,50
1491,0,24,51
1492,0,24,52
1493,0,24,53
1494,0,24,54
1495,0,24,55
1496,0,24,56
1497,0,24,57
1498,0,24,58
1499,0,24,59
1500,0,25,0
1501,0,25,1
1502,0,25,2
1503,0,25,3
1504,0,25,4
1505,0,25,5
1506,0,25,6
1507,0,25,7
1508,0,25,8
1509,0,25,9
1510,0,25,10
1511,0,25,11
1512,0,25,12
1513,0,25,13
1514,0,25,14
1515,0,25,15
1516,0,25,16
1517,0,25,17
1518,0,25,18
1519,0,25,19
1520,0,25,20
1521,0,25,21
1522,0,25,22
1523,0,25,23
1524,0,25,24
1525,0,25,25
1526,0,25,26
1527,0,25,27
1528,0,25,28
1529,0,25,29
1530,0,25,30
1531,0,25,31
1532,0,25,32
1533,0,25,33
1534,0,25,34
1535,0,25,35
1536,0,25,36
1537,0,25,37
1538,0,25,38
1539,0,25,39
1540,0,25,40
1541,0,25,41
1542,0,25,42
1543,0,25,43
1544,0,25,44
1545,0,25,45
1546,0,25,46
1547,0,25,47
1548,0,25,48
1549,0,25,49
1550,0,25,50
1551,0,25,51
1552,0,25,52
1553,0,25,53
1554,0,25,54
1555,0,25,55
1556,0,25,56
1557,0,25,57
1558,0,25,58
1559,0,25,59
1560,0,26,0
1561,0,26,1
1562,0,26,2
1563,0,26,3
1564,0,26,4
1565,0,26,5
1566,0,26,6
1567,0,26,7
1568,0,26,8
1569,0,26,9
1570,0,26,10
1571,0,26,11
1572,0,26,12
1573,0,26,13
1574,0,26,14
1575,0,26,15
1576,0,26,16
1577,0,26,17
1578,0,26,18
1579,0,26,19
1580,0,26,20
1581,0,26,21
1582,0,26,22
1583,0,26,23
1584,0,26,24
1585,0,26,25
1586,0,26,26
1587,0,26,27
1588,0,26,28
1589,0,26,29
1590,0,26,30
1591,0,26,31
1592,0,26,32
1593,0,26,33
1594,0,26,34
1595,0,26,35
1596,0,26,36
1597,0,26,37
1598,0,26,38
1599,0,26,39
1600,0,26,40
1601,0,26,41
1602,0,26,42
1603,0,26,43
1604,0,26,44
1605,0,26,45
1606,0,26,46
1607,0,26,47
1608,0,26,48
1609,0,26,49
1610,0,26,50
1611,0,26,51
1612,0,26,52
1613,0,26,53
1614,0,26,54
1615,0,26,55
1616,0,26,56
1617,0,26,57
1618,0,26,58
1619,0,26,59
1620,0,27,0
1621,0,27,1
1622,0,27,2
1623,0,27,3
1624,0,27,4
1625,0,27,5
1626,0,27,6
1627,0,27,7
1628,0,27,8
1629,0,27,9
1630,0,27,10
1631,0,27,11
1632,0,27,12
1633,0,27,13
1634,0,27,14
1635,0,27,15
1636,0,27,16
1637,0,27,17
1638,0,27,18
1639,0,27,19
1640,0,27,20
1641,0,27,21
1642,0,27,22
1643,0,27,23
1644,0,27,24
1645,0,27,25
1646,0,27,26
1647,0,27,27
1648,0,27,28
1649,0,27,29
1650,0,27,30
1651,0,27,31
1652,0,27,32
1653,0,27,33
1654,0,27,34
1655,0,27,35
1656,0,27,36
1657,0,27,37
1658,0,27,38
1659,0,27,39
1660,0,27,40
1661,0,27,41
1662,0,27,42
1663,0,27,43
